code_passage,mnemo_passage,val_prof_passage,code_unite_prof_passage,libelle_unite_prof_passage,uri_unite_prof_passage,code_lieusurv,libelle_lieusurv,mnemo_lieusurv,code_prel,mnemo_prel,date_prel,ecartu_prel,code_niveau_prel,libelle_niveau_prel,code_engin_prel,libelle_engin_prel,coordonnee_x_prel,coordonnee_y_prel,code_projection,type_acquisition_coord,code_producteur,nom_producteur,uri_producteur,commentaire_prel,code_echantillon,mnemo_echantillon,code_taxon_echantillon,nomlatin_taxon_echantillon,uri_taxon_echantillon,code_analyse,code_support,libelle_support,uri_support,code_fraction,libelle_fraction,uri_fraction,code_organisme_analyste,nom_organisme_analyste,uri_organisme_analyste,codes_reseaux,noms_reseaux,uri_reseaux,date_controle_analyse,date_qualification_resultat,code_qualification_analyse,libelle_qualification_analyse,commentaire_qualification_resultat,date_validation_analyse,commentaire_analyse,code_parametre,libelle_parametre,uri_parametre,resultat_analyse,code_unite_resultat,libelle_unite_resultat,uri_unite_resultat,code_methode,libelle_methode,uri_methode,longitude,latitude,result_ug_per_kg_dw
60452708,19-04,21.2,,,,1001525,Dunkerque 25,001-P-093,60546407,DCE AEAP,7/24/19 13:40,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,2.163663457,51.03248051,31.0,2.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60505407.0,DCE AEAP,,,,71478763,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,24.3,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,2.163663457,51.03248051,24.3
60754297,19-07,11.8,,,,1001529,Dunkerque 29,001-P-097,61868258,DCE AEAP,7/24/19 17:40,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,1.851991988,50.96414163,31.0,2.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944114.0,DCE AEAP,,,,71478787,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,32.3,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,1.851991988,50.96414163,32.3
60754295,19-06,10.8,,,,1001550,Les Hemmes d'Oye,001-P-118,61868256,DCE AEAP,7/24/19 16:00,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,1.978160055,51.01047775,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944112.0,DCE AEAP,,,,71477643,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,1.8,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,1.978160055,51.01047775,1.8
60627320,,,,,,1001638,59183aC1s1-Dunkerque Sédiment 1 avant po,001-P-156,60847704,,8/26/15 2:00,,,,20.0,Ben.Eckaman,2.175830264,51.03681411,31.0,2.0,-22279,CENTRE D'ETUDES ET D'EXPERTISE SUR LES RISQUES L'ENVIRONNEMENT LA MOBILITE ET L'AMENAGEMENT,https://id.eaufrance.fr/int/-22279,Issu de la reprise QUADRILABO du 20/10/2017,60720660.0,15I016527-002,,,,67759697,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,13001800000000.0,CENTRE D'ETUDES ET D'EXPERTISE SUR LES RISQUES L'ENVIRONNEMENT LA MOBILITE ET L'AMENAGEMENT,https://id.eaufrance.fr/int/13001831000313,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,10/20/17 2:00,1/1/00 1:00,0,Non qualifiÃ©,,10/20/17 2:00,Issu de la reprise QUADRILABO du 20/10/2017,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.023,160,milligramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/160,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,2.175830264,51.03681411,23.0
60627323,,,,,,1001640,59183aP1s3-Dunkerque Sédiment 3 trystram,001-P-158,60847707,,8/26/15 2:00,,,,20.0,Ben.Eckaman,2.366000687,51.05065001,31.0,2.0,-22279,CENTRE D'ETUDES ET D'EXPERTISE SUR LES RISQUES L'ENVIRONNEMENT LA MOBILITE ET L'AMENAGEMENT,https://id.eaufrance.fr/int/-22279,Issu de la reprise QUADRILABO du 20/10/2017,60720663.0,15I016527-002,,,,67759799,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,13001800000000.0,CENTRE D'ETUDES ET D'EXPERTISE SUR LES RISQUES L'ENVIRONNEMENT LA MOBILITE ET L'AMENAGEMENT,https://id.eaufrance.fr/int/13001831000313,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,10/20/17 2:00,1/1/00 1:00,0,Non qualifiÃ©,,10/20/17 2:00,Issu de la reprise QUADRILABO du 20/10/2017,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.24,160,milligramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/160,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,2.366000687,51.05065001,240.0
60672412,,,,,,1001642,62193aC1s2-Calais Sédiment Avant port,001-P-160,61662819,,2/28/17 1:00,,,,274.0,Ben.Van Ven,1.846825052,50.96964173,31.0,2.0,30383,Service Maritime des Ports de Boulogne et Calais,https://id.eaufrance.fr/int/30383,Issu de la reprise QUADRILABO du 20/09/2018,60748549.0,17I004051-001,,,,69592078,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,17620600000000.0,Service Maritime des Ports de Boulogne et Calais,https://id.eaufrance.fr/int/17620620900015,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,9/20/18 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/20/18 2:00,Issu de la reprise QUADRILABO du 20/09/2018,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.028,160,milligramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/160,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,1.846825052,50.96964173,28.0
60765700,,,,,,1001642,62193aC1s2-Calais Sédiment Avant port,001-P-160,61890639,,11/26/19 1:00,,,,274.0,Ben.Van Ven,1.846825052,50.96964173,31.0,2.0,30383,Service Maritime des Ports de Boulogne et Calais,https://id.eaufrance.fr/int/30383,Issu de la reprise QUADRILABO du 18/01/2021,60956469.0,19I027570-001,,,,71812772,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,17620600000000.0,Service Maritime des Ports de Boulogne et Calais,https://id.eaufrance.fr/int/17620620900015,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,1/18/21 1:00,1/1/00 1:00,0,Non qualifiÃ©,,1/18/21 1:00,Issu de la reprise QUADRILABO du 18/01/2021,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.0077,160,milligramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/160,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,1.846825052,50.96964173,7.7
60880334,,,,,,1001642,62193aC1s2-Calais Sédiment Avant port,001-P-160,62091250,,6/3/21 2:00,,,,274.0,Ben.Van Ven,1.846825052,50.96964173,31.0,2.0,30383,Service Maritime des Ports de Boulogne et Calais,https://id.eaufrance.fr/int/30383,Issu de la reprise QUADRILABO du 27/08/2024,61074669.0,21I021473-001,,,,73851046,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,17620600000000.0,Service Maritime des Ports de Boulogne et Calais,https://id.eaufrance.fr/int/17620620900015,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,8/27/24 2:00,1/1/00 1:00,0,Non qualifiÃ©,,8/27/24 2:00,Issu de la reprise QUADRILABO du 27/08/2024,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.032,160,milligramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/160,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,1.846825052,50.96964173,32.0
60754447,19-77,8.7,,,,10023036,Milieu de baie 1 - St Michel,020-P-038,61868418,DCE AESN,8/4/19 17:34,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-1.674350602,48.7040387,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944268.0,DCE AESN,,,,71478289,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,2.08,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-1.674350602,48.7040387,2.08
60800304,21-01,11.8,,,,10023044,Pointe du Hock,020-P-046,61956411,RNO historique,5/18/21 14:39,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-1.8236667,48.67345,31.0,60000422.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,60996745.0,DCE - DCSMM,,,,72560982,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,7/22/22 2:00,1/1/00 1:00,0,Non qualifiÃ©,,7/22/22 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,5.49,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-1.8236667,48.67345,5.49
60754448,19-78,13.9,,,,10023045,Banc de Chatry,020-P-047,61868419,RNO historique,8/4/19 18:46,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-1.827353406,48.69903678,31.0,3.0,1850,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,,60944269.0,RNO historique,,,,71478313,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,1850.0,UnitÃ© de recherche BiogÃ©ochimie et Ã©cotoxicologie (IFREMER),https://id.eaufrance.fr/int/1850,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,9/14/20 2:00,1/1/00 1:00,0,Non qualifiÃ©,,9/15/20 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,2.46,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-1.827353406,48.69903678,2.46
60800307,21-04,23.4,,,,10023047,Nord pointe du Grouin,021-P-001,61956414,RNO historique,5/18/21 16:39,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-1.85203333,48.7251167,31.0,60000422.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,60996748.0,RNO historique,,,,72561311,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,7/22/22 2:00,1/1/00 1:00,0,Non qualifiÃ©,,7/22/22 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,2.72,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-1.85203333,48.7251167,2.72
60819142,,,,,,10023603,50218aV1e3-Granville Eau 3 Hérel,020-P-084,61996725,,2/2/21 1:00,,,,20.0,Ben.Eckaman,-1.599019323,48.83470966,31.0,2.0,1449,Cellule de QualitÃ© des Eaux Littorales de la Manche _ Cherbourg,https://id.eaufrance.fr/int/1449,Issu de la reprise QUADRILABO du 09/02/2023,61025076.0,E.2021.2279-1,,,,72892989,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1449.0,Cellule de QualitÃ© des Eaux Littorales de la Manche _ Cherbourg,https://id.eaufrance.fr/int/1449,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,2/9/23 1:00,1/1/00 1:00,0,Non qualifiÃ©,,2/9/23 1:00,Issu de la reprise QUADRILABO du 09/02/2023,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,20.0,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,-1.599019323,48.83470966,20.0
60694811,,,,,,10023607,35049aP1e1-Cancale Eau 1 la houle,020-P-088,61724401,,8/29/18 16:45,2.0,,,60001243.0,Benne preneuse DDTM35,-1.855519813,48.66920234,31.0,2.0,1185,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,Issu de la reprise QUADRILABO du 27/02/2019,60776851.0,841257-006,,,,70005233,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1185.0,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,2/27/19 1:00,1/1/00 1:00,0,Non qualifiÃ©,,2/27/19 1:00,Issu de la reprise QUADRILABO du 27/02/2019,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,43.2,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,-1.855519813,48.66920234,43.2
60694121,,,,,,10023608,35361aP1e1-Le Vivier sur Mer Eau 1 vivie,020-P-089,61722632,,3/29/17 12:00,2.0,60000040.0,Surface-Fond (prof.<3 m),60001243.0,Benne preneuse DDTM35,-1.770016439,48.60420166,31.0,2.0,1185,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,Issu de la reprise QUADRILABO du 18/02/2019,60775948.0,2017C020096,,,,69994555,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1185.0,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,2/18/19 1:00,1/1/00 1:00,0,Non qualifiÃ©,,2/18/19 1:00,Issu de la reprise QUADRILABO du 18/02/2019,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,8.81,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,-1.770016439,48.60420166,8.81
60800303,21-05,15.9,,,,11024006,Grand Dodehal,021-P-007,61956410,RNO historique,5/18/21 12:30,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-2.0281833,48.6704833,31.0,60000422.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,60996744.0,RNO historique,,,,72561284,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,7/22/22 2:00,1/1/00 1:00,0,Non qualifiÃ©,,7/22/22 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.35,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-2.0281833,48.6704833,0.35
60802041,21-550,0.0,,,,11024011,Pointe du Châtelet,021-P-012,61959506,CMR - DCE - DCSMM,5/25/21 18:15,2.0,27.0,Horizon 2,210.0,Spatule sur estran,-1.99255556,48.55972222,31.0,3.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,61000590.0,,,,,72564044,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,7/22/22 2:00,1/1/00 1:00,0,Non qualifiÃ©,,7/22/22 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,19.4,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-1.99255556,48.55972222,19.4
60694812,,,,,,11024606,35093aV1e1-Dinard Eau 1 prieuré,021-P-064,61724402,,8/29/18 11:30,2.0,,,60001243.0,Benne preneuse DDTM35,-2.049522523,48.63203243,31.0,2.0,1185,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,Issu de la reprise QUADRILABO du 27/02/2019,60776852.0,841257-004,,,,70005334,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1185.0,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,2/27/19 1:00,1/1/00 1:00,0,Non qualifiÃ©,,2/27/19 1:00,Issu de la reprise QUADRILABO du 27/02/2019,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,64.6,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,-2.049522523,48.63203243,64.6
60694814,,,,,,11024610,35288aC2e4-Saint Malo Eau 4 Avant port,021-P-068,61724404,,8/29/18 12:00,2.0,,,60001243.0,Benne preneuse DDTM35,-2.027355783,48.64503303,31.0,2.0,1185,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,Issu de la reprise QUADRILABO du 27/02/2019,60776854.0,841257-002,,,,70005566,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1185.0,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,2/27/19 1:00,1/1/00 1:00,0,Non qualifiÃ©,,2/27/19 1:00,Issu de la reprise QUADRILABO du 27/02/2019,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,67.0,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,-2.027355783,48.64503303,67.0
60695476,,,,,,11024612,35288aV1e6-Saint Malo Eau 6 Sablons,021-P-070,61728448,,8/29/18 12:00,2.0,,,60001243.0,Benne preneuse DDTM35,-2.026855635,48.63986624,31.0,2.0,1185,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,Issu de la reprise QUADRILABO du 08/03/2019,60778493.0,841257-003,,,,70022551,6,Sédiments,https://id.eaufrance.fr/sup/6,32,Particule < 2 mm de sédiments,https://id.eaufrance.fr/fan/32,1185.0,Cellule de QualitÃ© des Eaux Littorales de l'Ille et Vilaine,https://id.eaufrance.fr/int/1185,119,RÃ©seau national de surveillance de la qualitÃ© des sÃ©diments dans les ports maritimes,https://id.eaufrance.fr/dc/0000000119,3/8/19 1:00,1/1/00 1:00,0,Non qualifiÃ©,,3/8/19 1:00,Issu de la reprise QUADRILABO du 08/03/2019,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,88.6,132,microgramme par kilogramme de matière sèche,https://id.eaufrance.fr/urf/132,450,CaractÃ©risation des boues - Dosage des hydrocarbures aromatiques polycycliques (HAP) et des polychlorobiphÃ©nyles (PCB). (XP X33-012 Mars 2000),https://id.eaufrance.fr/met/450,-2.026855635,48.63986624,88.6
60800309,21-08,27.0,,,,13026010,Basse de la Hatte,024-P-006,61956416,RNO historique,5/19/21 9:37,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-2.50026667,48.7010667,31.0,60000422.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,60996750.0,RNO historique,,,,72564068,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,7/22/22 2:00,1/1/00 1:00,0,Non qualifiÃ©,,7/22/22 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.69,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-2.50026667,48.7010667,0.69
60800310,21-12,14.7,,,,13026013,Rade d'erquy,025-P-007,61956417,RNO historique,5/19/21 11:04,2.0,27.0,Horizon 2,100.0,Car.micro-reineck,-2.49621667,48.63245,31.0,60000422.0,2871,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,,60996751.0,RNO historique,,,,72564116,6,Sédiments,https://id.eaufrance.fr/sup/6,36,Fraction totale de sédiments,https://id.eaufrance.fr/fan/36,2871.0,UnitÃ© Contamination Chimique des EcosystÃ¨mes Marins,https://id.eaufrance.fr/int/2871,105,RÃ©seau d'Observation de la Contamination Chimique du milieu marin (ROCCH) - Volet SÃ©diments,https://id.eaufrance.fr/dc/0000000105,7/22/22 2:00,1/1/00 1:00,0,Non qualifiÃ©,,7/22/22 2:00,,1115,Benzo(a)pyrène,https://id.eaufrance.fr/par/1115,0.59,458,nanogramme par gramme de matière sèche,https://id.eaufrance.fr/urf/458,1319,PFE-GC-MSMS,https://id.eaufrance.fr/met/1319,-2.49621667,48.63245,0.59
